学校名,集計年,児童数,内特別支援学級児童数,学級数,内特別支援学級数,学校番号,学校種別,行政区
小田小学校,2006,570,7,21,3,12,小学校,川崎区
小田小学校,2007,566,11,21,3,12,小学校,川崎区
東小田小学校,2008,370,3,14,2,12,小学校,川崎区
東小田小学校,2009,369,5,14,2,12,小学校,川崎区
東小田小学校,2010,382,4,14,2,12,小学校,川崎区
東小田小学校,2011,372,4,15,3,12,小学校,川崎区
東小田小学校,2012,373,7,16,4,12,小学校,川崎区
東小田小学校,2013,366,9,16,4,12,小学校,川崎区
東小田小学校,2014,371,11,17,4,12,小学校,川崎区
東小田小学校,2015,364,10,16,3,12,小学校,川崎区
東小田小学校,2016,349,8,15,3,12,小学校,川崎区
東小田小学校,2017,339,9,15,3,12,小学校,川崎区
浅田小学校,2018,298,7,15,3,12,小学校,川崎区
浅田小学校,2019,295,12,15,3,12,小学校,川崎区
浅田小学校,2020,299,18,17,5,12,小学校,川崎区
浅田小学校,1973,984,-,26,-,13,小学校,川崎区
浅田小学校,1974,963,-,24,-,13,小学校,川崎区
浅田小学校,1975,945,-,24,-,13,小学校,川崎区
浅田小学校,1976,903,-,23,-,13,小学校,川崎区
浅田小学校,1977,870,-,23,-,13,小学校,川崎区
浅田小学校,1978,872,-,23,-,13,小学校,川崎区
浅田小学校,1979,876,-,23,-,13,小学校,川崎区
浅田小学校,1980,863,-,22,-,13,小学校,川崎区
浅田小学校,1981,830,-,21,-,13,小学校,川崎区
浅田小学校,1982,781,-,20,-,13,小学校,川崎区
浅田小学校,1983,760,-,20,-,13,小学校,川崎区
浅田小学校,1984,687,-,19,-,13,小学校,川崎区
浅田小学校,1985,681,-,19,-,13,小学校,川崎区
浅田小学校,1986,623,-,18,-,13,小学校,川崎区
浅田小学校,1987,602,-,18,-,13,小学校,川崎区
浅田小学校,1988,584,2,18,1,13,小学校,川崎区
浅田小学校,1989,608,2,18,1,13,小学校,川崎区
浅田小学校,1990,651,4,20,1,13,小学校,川崎区
浅田小学校,1991,654,5,20,1,13,小学校,川崎区
浅田小学校,1992,670,3,20,1,13,小学校,川崎区
浅田小学校,1993,634,4,19,1,13,小学校,川崎区
浅田小学校,1994,626,4,20,2,13,小学校,川崎区
浅田小学校,1995,616,2,19,1,13,小学校,川崎区
浅田小学校,1996,553,2,17,1,13,小学校,川崎区
浅田小学校,1997,558,5,21,4,13,小学校,川崎区
浅田小学校,1998,528,5,21,4,13,小学校,川崎区
浅田小学校,1999,525,5,19,4,13,小学校,川崎区
浅田小学校,2000,509,5,19,4,13,小学校,川崎区
浅田小学校,2001,507,8,21,4,13,小学校,川崎区
浅田小学校,2002,526,7,21,4,13,小学校,川崎区
浅田小学校,2003,519,5,20,3,13,小学校,川崎区
浅田小学校,2004,506,7,19,3,13,小学校,川崎区
浅田小学校,2005,471,6,18,3,13,小学校,川崎区
浅田小学校,2006,459,6,17,3,13,小学校,川崎区
浅田小学校,2007,426,3,16,2,13,小学校,川崎区
小田小学校,2008,564,10,21,3,13,小学校,川崎区
小田小学校,2009,562,12,21,3,13,小学校,川崎区
小田小学校,2010,552,13,21,3,13,小学校,川崎区
小田小学校,2011,545,16,21,3,13,小学校,川崎区
小田小学校,2012,531,14,22,4,13,小学校,川崎区
小田小学校,2013,533,9,21,3,13,小学校,川崎区
小田小学校,2014,562,8,22,3,13,小学校,川崎区
小田小学校,2015,544,11,22,4,13,小学校,川崎区
小田小学校,2016,531,13,22,4,13,小学校,川崎区
小田小学校,2017,547,11,23,4,13,小学校,川崎区
東大島小学校,2018,216,11,12,3,13,小学校,川崎区
東大島小学校,2019,215,10,12,3,13,小学校,川崎区
東大島小学校,2020,191,11,9,3,13,小学校,川崎区
東大島小学校,1973,833,-,22,-,14,小学校,川崎区
東大島小学校,1974,833,-,22,-,14,小学校,川崎区
東大島小学校,1975,829,-,22,-,14,小学校,川崎区
東大島小学校,1976,801,-,22,-,14,小学校,川崎区
東大島小学校,1977,797,-,22,-,14,小学校,川崎区
東大島小学校,1978,801,-,21,-,14,小学校,川崎区
東大島小学校,1979,817,-,22,-,14,小学校,川崎区
東大島小学校,1980,776,-,21,-,14,小学校,川崎区
東大島小学校,1981,741,-,20,-,14,小学校,川崎区
東大島小学校,1982,705,-,19,-,14,小学校,川崎区
東大島小学校,1983,651,-,17,-,14,小学校,川崎区
東大島小学校,1984,620,-,17,-,14,小学校,川崎区
東大島小学校,1985,535,-,16,-,14,小学校,川崎区
東大島小学校,1986,515,-,15,-,14,小学校,川崎区
東大島小学校,1987,473,1,15,1,14,小学校,川崎区
東大島小学校,1988,439,1,14,1,14,小学校,川崎区
東大島小学校,1989,431,1,14,1,14,小学校,川崎区
東大島小学校,1990,415,1,13,1,14,小学校,川崎区
東大島小学校,1991,425,1,14,1,14,小学校,川崎区
東大島小学校,1992,380,1,13,1,14,小学校,川崎区
東大島小学校,1993,381,-,12,-,14,小学校,川崎区
東大島小学校,1994,370,-,12,-,14,小学校,川崎区
東大島小学校,1995,365,1,13,1,14,小学校,川崎区
東大島小学校,1996,339,1,13,1,14,小学校,川崎区
東大島小学校,1997,325,2,14,2,14,小学校,川崎区
東大島小学校,1998,329,2,14,2,14,小学校,川崎区
東大島小学校,1999,302,2,14,2,14,小学校,川崎区
東大島小学校,2000,299,2,14,2,14,小学校,川崎区
東大島小学校,2001,342,6,15,3,14,小学校,川崎区
東大島小学校,2002,331,6,15,3,14,小学校,川崎区
東大島小学校,2003,337,6,15,3,14,小学校,川崎区
東大島小学校,2004,315,5,14,3,14,小学校,川崎区
東大島小学校,2005,308,5,14,3,14,小学校,川崎区
東大島小学校,2006,316,6,14,3,14,小学校,川崎区
東大島小学校,2007,291,5,14,3,14,小学校,川崎区
浅田小学校,2008,425,7,15,2,14,小学校,川崎区
浅田小学校,2009,401,10,16,3,14,小学校,川崎区
浅田小学校,2010,384,16,18,5,14,小学校,川崎区
浅田小学校,2011,355,13,16,3,14,小学校,川崎区
浅田小学校,2012,343,11,16,3,14,小学校,川崎区
浅田小学校,2013,344,11,16,3,14,小学校,川崎区
浅田小学校,2014,333,7,15,3,14,小学校,川崎区
浅田小学校,2015,326,7,14,2,14,小学校,川崎区
浅田小学校,2016,300,4,14,2,14,小学校,川崎区
浅田小学校,2017,293,6,15,3,14,小学校,川崎区
向小学校,2018,373,10,15,2,14,小学校,川崎区
向小学校,2019,368,12,15,2,14,小学校,川崎区
向小学校,2020,359,13,15,2,14,小学校,川崎区
向小学校,1973,796,-,19,-,15,小学校,川崎区
向小学校,1974,766,-,20,-,15,小学校,川崎区
向小学校,1975,763,-,20,-,15,小学校,川崎区
向小学校,1976,795,-,20,-,15,小学校,川崎区
向小学校,1977,800,-,21,-,15,小学校,川崎区
向小学校,1978,794,-,20,-,15,小学校,川崎区
向小学校,1979,787,-,20,-,15,小学校,川崎区
向小学校,1980,771,-,19,-,15,小学校,川崎区
向小学校,1981,732,-,19,-,15,小学校,川崎区
向小学校,1982,715,-,18,-,15,小学校,川崎区
向小学校,1983,646,-,17,-,15,小学校,川崎区
向小学校,1984,628,-,17,-,15,小学校,川崎区
向小学校,1985,588,-,15,-,15,小学校,川崎区
向小学校,1986,545,-,15,-,15,小学校,川崎区
向小学校,1987,498,-,14,-,15,小学校,川崎区
向小学校,1988,478,-,14,-,15,小学校,川崎区
向小学校,1989,471,-,14,-,15,小学校,川崎区
向小学校,1990,451,-,13,-,15,小学校,川崎区
向小学校,1991,444,1,14,1,15,小学校,川崎区
向小学校,1992,422,3,15,3,15,小学校,川崎区
向小学校,1993,435,3,15,3,15,小学校,川崎区
向小学校,1994,415,6,15,3,15,小学校,川崎区
向小学校,1995,397,6,15,3,15,小学校,川崎区
向小学校,1996,394,7,15,3,15,小学校,川崎区
向小学校,1997,393,9,15,3,15,小学校,川崎区
向小学校,1998,368,7,13,1,15,小学校,川崎区
向小学校,1999,342,7,13,1,15,小学校,川崎区
向小学校,2000,341,5,14,2,15,小学校,川崎区
向小学校,2001,339,4,15,3,15,小学校,川崎区
向小学校,2002,333,4,15,3,15,小学校,川崎区
向小学校,2003,332,6,16,4,15,小学校,川崎区
向小学校,2004,335,7,15,3,15,小学校,川崎区
向小学校,2005,362,11,17,4,15,小学校,川崎区
向小学校,2006,344,11,17,4,15,小学校,川崎区
向小学校,2007,359,11,18,5,15,小学校,川崎区
東大島小学校,2008,307,5,15,4,15,小学校,川崎区
東大島小学校,2009,311,8,16,5,15,小学校,川崎区
東大島小学校,2010,322,10,17,5,15,小学校,川崎区
東大島小学校,2011,296,11,17,5,15,小学校,川崎区
東大島小学校,2012,288,10,16,4,15,小学校,川崎区
東大島小学校,2013,256,7,12,3,15,小学校,川崎区
東大島小学校,2014,254,9,12,3,15,小学校,川崎区
東大島小学校,2015,235,8,12,3,15,小学校,川崎区
東大島小学校,2016,218,8,12,3,15,小学校,川崎区
東大島小学校,2017,207,11,11,3,15,小学校,川崎区
田島小学校,2018,399,10,16,3,15,小学校,川崎区
田島小学校,2019,418,19,18,4,15,小学校,川崎区
田島小学校,2020,424,17,18,4,15,小学校,川崎区
田島小学校,1973,1119,5,29,1,16,小学校,川崎区
田島小学校,1974,1083,5,27,1,16,小学校,川崎区
田島小学校,1975,1059,3,27,1,16,小学校,川崎区
田島小学校,1976,1028,3,27,1,16,小学校,川崎区
田島小学校,1977,1034,2,28,1,16,小学校,川崎区
田島小学校,1978,1026,3,28,1,16,小学校,川崎区
田島小学校,1979,1009,2,27,1,16,小学校,川崎区
田島小学校,1980,989,2,26,1,16,小学校,川崎区
田島小学校,1981,950,4,25,1,16,小学校,川崎区
田島小学校,1982,908,4,24,1,16,小学校,川崎区
田島小学校,1983,866,6,24,1,16,小学校,川崎区
田島小学校,1984,813,6,22,1,16,小学校,川崎区
田島小学校,1985,778,5,22,1,16,小学校,川崎区
田島小学校,1986,705,5,20,1,16,小学校,川崎区
田島小学校,1987,673,5,19,1,16,小学校,川崎区
田島小学校,1988,671,4,19,1,16,小学校,川崎区
田島小学校,1989,618,2,19,1,16,小学校,川崎区
田島小学校,1990,618,2,19,1,16,小学校,川崎区
田島小学校,1991,589,2,18,1,16,小学校,川崎区
田島小学校,1992,582,2,17,1,16,小学校,川崎区
田島小学校,1993,547,3,16,1,16,小学校,川崎区
田島小学校,1994,515,5,16,2,16,小学校,川崎区
田島小学校,1995,502,5,16,2,16,小学校,川崎区
田島小学校,1996,482,3,15,2,16,小学校,川崎区
田島小学校,1997,478,3,15,2,16,小学校,川崎区
田島小学校,1998,442,3,14,2,16,小学校,川崎区
田島小学校,1999,430,5,15,3,16,小学校,川崎区
田島小学校,2000,410,4,15,3,16,小学校,川崎区
田島小学校,2001,415,4,15,3,16,小学校,川崎区
田島小学校,2002,412,4,14,2,16,小学校,川崎区
田島小学校,2003,411,4,15,3,16,小学校,川崎区
田島小学校,2004,405,3,15,3,16,小学校,川崎区
田島小学校,2005,426,3,15,3,16,小学校,川崎区
田島小学校,2006,430,3,15,3,16,小学校,川崎区
田島小学校,2007,427,6,16,4,16,小学校,川崎区
向小学校,2008,382,10,17,4,16,小学校,川崎区
向小学校,2009,382,8,17,4,16,小学校,川崎区
向小学校,2010,414,9,17,4,16,小学校,川崎区
向小学校,2011,416,6,17,3,16,小学校,川崎区
向小学校,2012,437,7,18,3,16,小学校,川崎区
向小学校,2013,443,5,18,2,16,小学校,川崎区
向小学校,2014,436,6,16,2,16,小学校,川崎区
向小学校,2015,440,5,18,2,16,小学校,川崎区
向小学校,2016,420,6,15,2,16,小学校,川崎区
向小学校,2017,408,8,15,2,16,小学校,川崎区
新町小学校,2018,332,13,16,4,16,小学校,川崎区
新町小学校,2019,324,14,15,3,16,小学校,川崎区
新町小学校,2020,320,17,16,4,16,小学校,川崎区
新町小学校,1973,998,16,27,2,17,小学校,川崎区
新町小学校,1974,999,15,26,2,17,小学校,川崎区
新町小学校,1975,967,15,25,2,17,小学校,川崎区
新町小学校,1976,963,15,25,2,17,小学校,川崎区
新町小学校,1977,953,15,25,2,17,小学校,川崎区
新町小学校,1978,909,14,25,2,17,小学校,川崎区
新町小学校,1979,943,13,26,2,17,小学校,川崎区
新町小学校,1980,926,13,26,2,17,小学校,川崎区
新町小学校,1981,908,13,26,2,17,小学校,川崎区
新町小学校,1982,885,13,26,2,17,小学校,川崎区
新町小学校,1983,849,13,25,2,17,小学校,川崎区
新町小学校,1984,816,9,23,1,17,小学校,川崎区
新町小学校,1985,764,6,22,2,17,小学校,川崎区
新町小学校,1986,742,6,22,2,17,小学校,川崎区
新町小学校,1987,697,7,21,2,17,小学校,川崎区
新町小学校,1988,658,5,20,2,17,小学校,川崎区
新町小学校,1989,635,3,20,2,17,小学校,川崎区
新町小学校,1990,627,3,20,2,17,小学校,川崎区
新町小学校,1991,609,3,19,1,17,小学校,川崎区
新町小学校,1992,582,4,20,2,17,小学校,川崎区
新町小学校,1993,550,5,19,2,17,小学校,川崎区
新町小学校,1994,518,4,18,2,17,小学校,川崎区
新町小学校,1995,509,5,17,2,17,小学校,川崎区
新町小学校,1996,479,3,19,3,17,小学校,川崎区
新町小学校,1997,462,3,18,3,17,小学校,川崎区
新町小学校,1998,429,3,15,2,17,小学校,川崎区
新町小学校,1999,407,3,15,2,17,小学校,川崎区
新町小学校,2000,378,4,16,4,17,小学校,川崎区
